name,rating,description,adress,web_site,good_1,good_2,good_3,bad_1,bad_2,bad_3
Fahrradparcours,4.8,Cycling park,"Unnamed Road, 12101 Berlin, Germany",no_web_site,"Simply amazing, especially for kids.
They could be there for hours.
This is the real Berlin style",This is the sweetest little place for kids to try mountain biking. One of the coolest gems for little people in Berlin.,Luis & Levi love it!,"(Translated by Google) The children leave their things and the others cannot drive through 🤬

(Original)
Die Kinder  lassen ihre Sachen liegen und die anderen können nicht durchfahren 🤬","(Translated by Google) If you want to break all your bones, you should definitely chug around here! Joking aside, it's really nice to chug along here with your bike, but you should always watch out for the other cyclists. Luckily most of them drive in a civilized manner and thus the different drivers create a perfect symbiosis with each other

(Original)
Wer sich alle Knochen brechen möchte sollte hier auf jeden Fall mal rum tuckern! Nein Spass beiseite, ist echt schön hier mal mitm Fahrrad ran zu tuckern, man sollte aber immer Acht geben auf die anderen Fahrradfahrer. Zum Glück fahren die meisten zivilisiert und somit ergeben die verschiedenen Fahrer eine perfekte Symbiose miteinander","Simply amazing, especially for kids.
They could be there for hours.
This is the real Berlin style"
THE CENTER Activities in English STUDIO 1,5.0,Ballet school,"Esmarchstraße 5, 10407 Berlin, Germany",thecenter-berlin.de,"We have had such a pleasant time at The Centre Berlin. All the instructors are excellent, skilled, creative and talented and more so really warm and affectionate. My daughter started when she was 3 year old and  settled very well since the instructors ( Veronica, Jemma, Maurice, Courtney) were very welcoming and truly engaging. We started with one class and moved to 3, that's how delightful the experience was. The way all of them beautifully integerate each and every child and their needs is amazing.
We wish we could have stayed longer  unfortunately it's time to move to our homeland.

It's been so relaxing for me to leave my daughter and have some fun time with the fantastic friends that I made with other mother's.
I would recommend it to anyone. Just go there and am sure both you and your kid will have a blast for sure.

Most importantly I would congratulate Martina for creating this beautiful space.truly appreciate the hardwork that she puts in to maintain.","The first time I stepped into the Center, my daughter was just a few months old and we joined the Baby music group. Not only was the teacher fantastic but those other Mothers would become my lifelong friends. Flash forward a couple of years and we returned when my daughter (now 3) wanted to start Ballet. So, we began and right away, she loved her teacher and loved going to her class. Then she wanted to add Musical Theater - so we did and again, she loves it. As for me, I have made new friends that I will cherish in my life yet again through the Center. I really think this is because the Center allows for conversation between Parents and allows the Kids (and I'm sure Adults as well) to learn at their pace while still making sure that they are trying and having a great time. It's always been a happy place for me in Berlin and I do hope that you will find it to be the same!","My ballet classes with Brittany is one of the bright of my week. I am always looking forward to these moment of work in such a happy and empowering atmosphere.
As adult, I was afraid to start ballet, I thought that it would be too late for me to learn anything or even progress. How wrong was I! The different teachers I had, and especially Brittany, always made me feel welcome, seen, and supported. They make sure you have a good time, but leave the class having learnt something and make some progress. And what I particularly like is that they really pay attention that you learn properly and don't develop bad habits that could be harmful for your body.
I recommend this place to any adult wanting to learn new dance, and would be afraid to start as adult: there, you will feel at home!

On the Studio 1 itself: it is well located (between several public transportation stops). The beautiful wood floor is a bit uneven unfortunately. But nothing really problematic.","We have had such a pleasant time at The Centre Berlin. All the instructors are excellent, skilled, creative and talented and more so really warm and affectionate. My daughter started when she was 3 year old and  settled very well since the instructors ( Veronica, Jemma, Maurice, Courtney) were very welcoming and truly engaging. We started with one class and moved to 3, that's how delightful the experience was. The way all of them beautifully integerate each and every child and their needs is amazing.
We wish we could have stayed longer  unfortunately it's time to move to our homeland.

It's been so relaxing for me to leave my daughter and have some fun time with the fantastic friends that I made with other mother's.
I would recommend it to anyone. Just go there and am sure both you and your kid will have a blast for sure.

Most importantly I would congratulate Martina for creating this beautiful space.truly appreciate the hardwork that she puts in to maintain.","The first time I stepped into the Center, my daughter was just a few months old and we joined the Baby music group. Not only was the teacher fantastic but those other Mothers would become my lifelong friends. Flash forward a couple of years and we returned when my daughter (now 3) wanted to start Ballet. So, we began and right away, she loved her teacher and loved going to her class. Then she wanted to add Musical Theater - so we did and again, she loves it. As for me, I have made new friends that I will cherish in my life yet again through the Center. I really think this is because the Center allows for conversation between Parents and allows the Kids (and I'm sure Adults as well) to learn at their pace while still making sure that they are trying and having a great time. It's always been a happy place for me in Berlin and I do hope that you will find it to be the same!","My ballet classes with Brittany is one of the bright of my week. I am always looking forward to these moment of work in such a happy and empowering atmosphere.
As adult, I was afraid to start ballet, I thought that it would be too late for me to learn anything or even progress. How wrong was I! The different teachers I had, and especially Brittany, always made me feel welcome, seen, and supported. They make sure you have a good time, but leave the class having learnt something and make some progress. And what I particularly like is that they really pay attention that you learn properly and don't develop bad habits that could be harmful for your body.
I recommend this place to any adult wanting to learn new dance, and would be afraid to start as adult: there, you will feel at home!

On the Studio 1 itself: it is well located (between several public transportation stops). The beautiful wood floor is a bit uneven unfortunately. But nothing really problematic."
Memorial to the Murdered Jews of Europe,4.6,Memorial,"Cora-Berliner-Straße 1, 10117 Berlin, Germany",stiftung-denkmal.de,"It feels wrong when the rating says ""loved it"", because obviously it's not something to love, but the place was so worth the visit. The museum was heartbreaking and difficult to go through, but the staff was lovely and making sure to follow the covid guidelines to keep their guests safe.

My one wish is that they should put clear signs that what you can listen to on the phones are stories from survivors. I thought it would be audio of the information of the room since there was a lot of text in that room, but my sister decided to listen and told me what it was, so I could listen too, and those stories were the most heartbreaking and powerful ones there. Please put up some clearer signs so more people get to experience those stories. They're important.","The sun was there, the air was blowing a little, but it was still hot, but I got freezed. The walls were so cold, soulless and numb. How an ideology affected people's lives could only be described as beautifully as this monument!

The persecuted people at that time probably also felt like these concretes. The people were cold, the system was ruthless, and society was insensitive. While this critical masterpiece criticizes the system of that time, it sings a rhythmless song for the slain.","Must visit place if you are in berlin. But unforyunately the walls are getting old and not maintained, the paint has started to fade. But overall is okay. Catching sunset in here are amazing",Wasn't impressed. On ground level it's a load of different sized blocks of concrete. Underneath there's a very average history lesson with exhibits and video/sound. Definitely get the audio guide. I would have liked to have seen something beautiful and impressive. This is depressing concrete.,"On September 3, at 19:26, there was something very unpleasant going on in Memorial to the Murdered Jews of Europe. Personally, it's a very meaningful place, so I went there for showing around to my friends.
It was quiet in the afternoon, so there weren't many people. It happened when I tried to go inside the Memorial and watch and appreciate it.
A crowd of gypsies came. They were made up of three men, two women, and they came up recklessly and threatened to sign on the paper.
I felt a great threat to the three women, and I clearly expressed my refusal. And one of the men came up threateningly, pulling his arms, screaming and telling him not to touch any more, and one of them suddenly touched and winked away.
I was so terrified and shocked that I came out of the Memorial.
There was a bodyguard there, and when I told him what had happened, he actively tried to find them. But the shape of the Memorial was seen from the outside, it was invisible inside, so one bodyguard seemed to far from enough.
I strongly think the place need to be more careful about patrols in order to maintain the meaning of Memorial to the Murdered Jews of Europe.","The monument is very suggestive and well done, but when I arrived here I wasn't able to feel any kind of emotions or have time of gathering, because of others tourists that were there. Many people jumped on the stones, others screamed and played into the monument. There were few police office, but they weren't enough. So a beautiful monument that has lost its meaning."
Bröhan Museum,4.3,Art museum,"Schloßstraße 1a, 14059 Berlin, Germany",broehan-museum.de,Loved the museum. So many amazing pieces of Art Deco. But the yellow shelf room was a nightmare. It is impossible to see and enjoy the furniture that is 2m high.,"To be honest, Jugendstil or Art Nouveau is not really my favorite art / design era and most of the exhibits are against my taste. However, I have to appreciate the curation, the museum and the documentation. Definitely worth going.","The Bröhan Museum is a Berlin state museum for Art Nouveau, Art Deco and Functionalism and is located in the Berlin district of Charlottenburg. The museum is named after its founder, entrepreneur and art collector Karl. H. Bröhan (1921–2000), who donated his collection to the state of Berlin on the occasion of his 60th birthday. In 1983, the Bröhan Museum opened in its current rooms, which belong to the Charlottenburg Palace ensemble and were originally built for the guard regiment. It has been a state museum since 1994.

The museum houses a unique collection of art nouveau, art deco and functionalism as well as works from the Berlin Secession. These focal points are supplemented by changing exhibitions of fine arts, applied arts and design from 1950 to the present day.",Staff watched me like a hawk while I looked at books you could buy. Tried to pay to get into the exhibition but was told I couldn't pay with card because I had to spend €10 minimum.  The entrance fee €8 and I haven't been carrying cash in a pandemic. Apparently the customers here are rude too as one of them scolded me for not knowing german.,"Nice collection of 20th century vases, although it is very small. The staff was very unfriendly and scary, with guards sneaking up on you and following you around constantly. This ruined our experience, if you are in Berlin for a short time, spend it in other museums!",Such poor website that I still cannot get just the Brohan museum tickets!
German Historical Museum,4.5,History museum,"Unter den Linden 2, 10117 Berlin, Germany",dhm.de,"Great exhibition on commissioned art in Third Reich and after exploring continuance of purpose. Awesome building.
Original museum building is undergoing renovation.","A beautifully arranged museum! Learning German history with objects in the museum can be great, especially for people who are younger than me. When buying your ticket, I recommend that you cut more for 8 euros and buy it from the voice guide device.","Have been here twice now at different times of the year with a different rotation of exhibitions. Both times have been really interesting. The Marx exhibition that is on currently is full of facts and is an unbiased representation that is sure to teach you something new, be it good or bad about Marx. The Merkel exhibition was a bit strange though. The staff are helpful, friendly and polite and it is easy to find, just off museum island. The building itself is an interesting piece of modern architecture.","As a museum, the Deutsches Historisches Museum - Pei-Bau and German Historical Museum is unfortunately a ""big"" disappointment at the moment, as there is only a small exhibition on the subject of CITIZENSHIPS, which is not even good. Unfortunately, many aspects are lost in it. The advantages of Europe are not even really explained or addressed. The rest of the museums are currently a big construction site and are actually closed and not accessible. Instead of closing the museum until everything is ready, staff are ordered to wait, and it seems more like a reminiscent federal job program. I'm currently advising against a visit. When it's 100% open again, and will definitely visit again.","Germany history section (which is the whole point of this museum), is closed for 5 years. Also no one seems to understand or speak english in a touristic museum in the middle of Berlin. The only sections you can see are mostly filler contents, like Merkels portraits and Karl Marx exposition which are superficially presented. To avoid, that is until 2026.","The main exhibition is closed, but I bought a ticket for the museum and did not revise it was closed. Asked kindly 3 people for a refund and was refused, is this how you look after international tourists? No thanks"
Bowl Play Berlin Hallen am Borsigturm (Borsighallen),3.9,Bowling alley,"Am Borsigturm 2, 13507 Berlin, Germany",bowlplay-berlin.de,"Very nice place. Also good for kids, as there is an option to convert any bowling lane to be child friendly.","Bowling was excellent. The price  was fair - 30 euro for 2h + 2 euro for the pair of shoes. Service for drinks comes straight to you. Can't fault it. Busy, but very nice atmosphere and really good condition. Would go again. One advice - book in advance.",Super place to bowl!!! Love it!!!,"Staff is unmotivated,rude and unhelpfull.
If you want to go back in time here is the best place to do it... but saddly you can see that no money has been spent on the equipment.
If you like bowling and you want to play with your friends here be prepeared to get angry/iritated
I would not come back here.",Rude staff told me an my girlfriend that we were “too loud” in a bloody bowling alley that’s mixed with arcade games and air hockey.,Mmm
Skatehalle Berlin,4.3,Skateboard park,"Revaler Str. 99, 10245 Berlin, Germany",skatehalleberlin.com,"Top place for skaters (spacy covered hall) and for bouldering (indoor and outdoor). Pity it´s NOT for stunt scooters. So this is a non-skater review.

It’s not just a place. Big “garden” for street-food, courses, program","This place is great. They have dedicated sessions for roller skaters twice a month, which is nice but definitely not enough. Please consider adding a couple more!",I went back to skating after a really long pause. After work session on Thursday is just a perfect time for beginners and people coming back to it. This spot has just enough obstacles to satisfy everybody.,"That blond clerks attitude, what a drag. The skatepark doesn’t seem to be aware of the Zeitgeist. All wheels sports are separated. My girl and I aren’t able to skate together. Different tool means different time slot. Why not bring them all together? Stuck in 1994 is what that is…!!!","Not very nice… the lady at the bar didn’t accept us with no reason… we just said hello … it was a cold shower
Good luck there are so many place in berlin with so kind people :) good bye","Terrible experience! Rollerskates where not welcome at all, only skateboards... talking about discrimination. On there website it says every skater is welcome 363 days a year. Well dont think so. They have time slots for other skaters at ridiculous times. Being the biggest and only indoor skatepark in Berlin they really need to be more including about other skaters."
Reichstag Building,4.7,Government office,"Platz der Republik 1, 11011 Berlin, Germany",bundestag.de,"Guided tour of Bundestag is a must do thing in Berlin. The guide was very knowledgeable and he told us about the entire history of Bundestag and Germany's parliamentary system. We were showed the marks left by soviet soldiers on the walls and the bulletmarks. He explained how the German parliament functions. We were lucky to see Reichstag dome, as it is not always accessible. We were given audio guide for the dome. We got some of the most beautiful views of the city from Dome!","Great guided tour hosted by Eberhardt - his ability and knowledge was fantastic and his humor warm and friendly. This is my third visit and every time has been different compared to previous tours. Will be visiting again soon to lean more about the architecture, history and the parliament 👍",Must see viziting Berlin ! Wonderfull city panorama view.,"Doesn’t worth the effort to visit. It's no comparison with the visiting experience of the American parliament. We visited this Dom in December and it was dreadfully cold in there. The people working there were unfriendly. It seems like the German parliament assumes that every visitor is a terrorist suspect. The visitors were allowed into the building like how the prisoners being treated in movies. Besides, there’s no solid content of the tour except for the overview of the city, if that counts. In my personal view, this so called parliament Dom functions pretty much the same as the TV tower for tourists, only the parliament dom tours are for free and have to be reserved a few days ahead.","Your guide was very rude.  He made comments such as, “if you don’t know your own government it will be hard to explain Germany’s.”  I am thankful that he has been the only disrespectful person we have encountered on this trip.  I would recommend trying to find guides that have more confidence in themselves so they don’t feel the need to put others down to make themselves feel better.",To visit the Dome:To get the tickets you have to stand in a long line for one hour in front of a portakabin.Exposed to cold or rain if you're lucky or both (no shelter).There are only two staff in the ticket office. The staff that registers the data and gives the tickets are rude and not friendly.
Bogenakademie (Berlin) | Akademie für Intuitives Bogenschießen,4.9,Archery range,"Fidicinstraße, Hofaufgang 3/Gebäude B, 10965 Berlin, Germany",bogenakademie.de,Such an inspiring workshop! I highly recommend it :) (I did the 3Hs one),"From all of my experiences during my stay in Berlin, this workshop was one of the highlights for me. Everyone was so friendly and Annette even translated everything, since I didn't speak German. :)
Also, I never thought I'd be able to learn the basics of archery in this short amount of time, but to my surprise in the end I even managed to shoot blindfolded!
Thank you so much for this great experience, I really hope I'll be able to visit again. Best wishes,
Stan",Excellent leadership coaching that provides hands on experience on how to hit our target without targeting. Highly recommended workshops.,,,Such an inspiring workshop! I highly recommend it :) (I did the 3Hs one)
Berta Block,4.6,Rock climbing gym,"Mühlenstraße 62, 13189 Berlin, Germany",bertablock.de,"Very good boulder gym, in my opinion, best in Berlin.
Four big areas as seen in the photos
All levels from very easy to very hard.
Also different styles all over the place, balance, power, hanging, and so on.
There is also a bar where you can buy drinks and food.
Price is 10€ and you can rent the shoes there.

There is also a little gym and a Moon Board

One thing is missing however, they do not have a campus board or other specific climbing training material","Great Boulder with challenging and easy to try routes. The boulder is quite bit and there are all kind of routes. There is a nice training area and a yoga area.
I fully recommend this boulder even if you are only visiting.","Berta Block is one of my favourite places in Berlin. Everyone is super friendly... from staff to climbers. Routes are many and well thought out. Great for all levels. Generous stretching/yoga areas plus an area for strength training. There’s great pies, quiches and deserts... you can spend the whole day there if you want. Defiantly one of Berlins most important cultural places.","It's a decent place to climb but don't try to talk to people.

The first person I talked to yelled ""nein"" at me and walked away after I tried to initiate a conversation about the beta on a route. I barely managed to say the word ""sorry"" as an optional invitation to discuss it. 5-10 minutes later someone from staff came down to explain to me that this a safes pace and not everyone likes to talk about climbing, but they did not provide any guidelines for how to determine if you can say one word another person.

So, in conclusion, there's no way to know if people are open to talk about climbing and if you happen to pick the wrong person you will get yelled at and reprimanded by staff. Just shut up or leave I guess.. I certainly have never felt more uncomfortable at a climbing gym.","Horribly long registration at the reception which makes you do lots of unnecessary things.

They don’t rent out any lockers as well.

Pretty much the most difficult bouldering space I’ve ever been in Berlin",It used to be great but now that they are no longer part of USC there is no point going here again
Schwimm- und Sprunghalle im Europasportpark,4.3,Public swimming pool,"Paul-Heyse-Straße 26, 10407 Berlin, Germany",berlinerbaeder.de,Spacious locker room and pool. If you’re looking for a nice swimming experience. This is the right place.,"I'm very happy this place exists. The pool is a good temperature and clean, as are the locker rooms. It can get busy and there is some congestion in the lanes but that's kind of unavoidable in a public pool. For the people complaining about the unfriendliness at the Kasse, who cares? I don't need people smiling and wishing me a good day all the time. We're not in America.",Nice and helpful trainers. Swimming pools are lively. They could do a better job at keeping the showers cleaner though,"What a horrible experience. I am never coming back to this place.

First of all, the employees are VERY rude. They won’t help you if you don’t speak German. When we first arrived to purchase the tickets, the employees don’t speak any English, so we had to wait for another person to come and translate for us. When we finally were able to purchase the tickets, the translator told us that the German employee said in a very rude tone that we ‘must learn to speak German’.

There are no clear indications in English, so it was very hard to find the way to the Pool, and everyone was very rude. To go to the pool, you have to go thru the lockers and then thru the showers, where you get to see disgusting things.

We finally arrived to the pool, and there was no place leave my bag with my swimming equipment.

We went on a Thursday at noon (not supposed to be peak hour). All the lanes were crowded, with 5-8 people on every lane. It is clear that 95% of the people are not swimmers at all. You had to use the same lane to go back and forward with 8 different people, and one of them was very rude telling me that I couldn’t pass them because we all had to go at the same speed (pace). So I decided to change to the one and only ‘fast lane’ where there were at least 5 swimmers. All the swimmers on the fast lane were at least 60 years old, swimming at 2:20/100m pace or slower, so I had to pass every single one of them with people going in both direction. It was HORRIBLE and I got so frustrated that I only ended up doing 1/3 of my workout. THIS PLACE IS NOT THE PLACE TO GO IF YOU ARE LOOKING TO DO YOUR WORKOUT. IF YOU JUST WANT TO CHILL ON THE POOL MAYBE.

I was charged 5,5€ to share a lane with 8 other swimmers. Never coming back.",Google Maps says it is Open until 10 pm already closed at 7 pm!,Cooooold!
Kreuzzwerg ❤️Das Kinder-Kultur-Café❤️,4.0,Cafe,"Hornstraße 23, 10963 Berlin, Germany",cafe-kreuzzwerg.de,"Lovely, friendly, fun and cozy Kider Cafe in the heart of Kreuzberg. We loved the food and the atmosphere and our 2 year old had a blast. We even brought our small dog and he stayed with the adults at our table. The place has lots of space, toys and sofas and is beautifully designed. The owner also speaks English and Spanish and is super friendly, helpful and sweet. We have loved this place a lot and we will be back! :))",it is almost a perfect place to go with kids. kids definetly love it.  its a bit overcrowded (probably wouldnt bother me if it wasnt for my covid ptsd ;-) ).  the service is good (super fast for the amount of work they are handling.  friendly enough for Berkin standards ;-)  ),"Perfect for kids, especially 1 -4 years old.

Only thing missing for me is more vegan options.","NOT RECOMMENDED ! Unfriendly staff. I will never go back again.
Edit 1: My kid and my friend’s kid were eating a snack we brought it with us and some lady came and said to us very rudely that “ it’s not allowed to bring anything from outside of the place and to put the food in our bag immediately !! “ while the kids were in the middle of their snack And we tried to tell her that we “ the adults “ will order something for us .. if it’s the way we pay for the staying but she insisted on putting the food away not considering that the kids were hungry and they already were eating.
It’s not about the rules of the place we respect every rule whatever what is it.
But it’s about the way she asked us to put away our things was very rude and she interrupted small kids meal which is NOT ACCEPTABLE at all.","Very rude unprofessional staff !
My kid and my friend’s kid were eating a snack we brought it with us and some lady came and said to us very rudely that “ it’s not allowed to bring anything from outside of the place and to put the food in our bag immediately !! “
while the kids were in the middle of their  snack
And we tried to tell her that we “ the adults “ will order something for us .. if it’s the way we pay for the staying but she insisted on putting the food away not considering that the kids were hungry and they already were eating !
Very bad experience with the place and we will never go back again .","Unprofessional, greedy, without passion, selling expired stuff. Avoid at any cost"
Kinderclub „Der Würfel“,4.4,Recreation center,"Wolfgang-Heinz-Straße 45, 13125 Berlin, Germany",kinderclub-wuerfel.de,"(Translated by Google) Youth club of my youth 95-2000 how cool was it then and later also the parties in there or the sandwiches nice memories.

(Original)
Jugend Club meiner Jugend 95-2000 was war es cool damals und später auch noch die Partys da drin oder die Sandwiches schöne Erinnerungen.","(Translated by Google) oh yes, the jute old cubes, those were the times in the Indian 90s and early 2000s, what we used to do as children for parties and danced breakdance, oh yes, I miss the times when the world was still in order ... today I can hardly recognize what was there it turned out :/ :0 nice memory

(Original)
ach ja der Jute alter Würfel das waren Zeiten damals Inder 90er und Anfang 2000er was wir als Kinder da für Partys gemacht haben und Breakdance getanzt haben ach ja ich vermiss die Zeiten da war die Welt noch in Ordnung ... heut kaum wieder zuerkennen was da draus geworden ist  :/ :0   schöne Erinnerung","(Translated by Google) Great place for kids many opportunities for meaningful leisure time designing.

(Original)
Toller Ort für Kinder viele Möglichkeiten zur sinnvollen Freizeit gestaltetung.",,,
VR-Lounge,4.5,Event venue,"Big Bowl, c/o, Bornitzstraße 105, 10365 Berlin, Germany",vr-lounge.de,Great experience. Fair price. Play Tower Tag. Bring a towel you'll need it :),Very nice experience! Price is fair and you can also choose how many minutes you can play! I have played Duel VR and it was worth it! The staff was very very kind and they knew English very well. 100% recommended.,"Awesome place, right in the basement of the shopping mall. I would highly recommend trying it out - it's such a crazy experience! They have an open area at the front where people can play and little seperate areas in the back. On Wednesday there is a special 2 for 1. It's best to reserve a space via the website, but it seemed also okay to just come by and wait a little bit for your slot.","Don’t bother coming, the place shut down and doesn’t exist anymore. The address is also in an entirely different place.","(Translated by Google) Very rude, snooty, high prices, low quality. Wow all together. One star is still too much for you.

(Original)
Sehr unhöfflich, hochnäsig, hohe Preise, niedrige Qualität. Wau alles zusammen. Ein Stern ist noch zu viel für Sie.","(Translated by Google) Big prices, mediocre gaming fun

(Original)
Satte Preise, mittelmäßiger Spielspaß"
elements for kids GmbH,5.0,Baby store,"Mollwitzstraße 2, 14059 Berlin, Germany",elementsforkids.de,no_com,no_com,no_com,no_com,no_com,no_com
Revity - Virtual Reality Arcarde in Berlin,4.7,Recreation center,"Grunerstraße 20/2. OG, 10179 Berlin, Germany",revity.de,"Beautiful!
My son loved it, it was his first time.
The staff super friendly and they explained to him how it works, and asked him what kind of games he would like to explore.
Super.
We picked the quick game, my son wanted the dinosaurs world and he got an extra world to explore towards the end of the time.
Highly recommend this place if you want to try VR.","Amazing and lots of fun for both adults and kids. I and my 7 yo really enjoyed the rides. We took the 5 mins fun rides twice. Basically, you put on a VR headset and sit in a special chair. The chair moves in accordance with the ride. You can chose from a wide selection of rides (roller coasters, dino rides, dragon flying, car racing, space adventures, undersea adventures, scary adventures, etc). The VR headsets seem to be a little low-res but that's only compared to normal screens. To be fair though, I haven't tried other VR headsets. The staff there was very courteous and helpful. They also have some dedicated space for VR games (where you can move freely) and you can choose for longer sessions of 20/30 min also.  My 7 yo had so much fun that she wanted to do it for the third time too !! We are definitely visiting Revity again :-)",Great experience!,"(Translated by Google) Rude employee/owner
As a customer, you are left standing and ignored.

(Original)
Unfreundlicher Mitarbeiter/Inhaber
Als Kunde wird man stehen gelassen und ignoriert.","(Translated by Google) Were 6 there and wanted to play together. A player is constantly disconnected and could not actually play, but would have to pay the full price. A bit unfortunate

(Original)
Waren zu 6. dort und wollten gemeinsam spielen. Ein Mitspieler ist ständig disconnected und könnte faktisch nicht mitspielen, müsste aber den vollen Preis bezahlen. Etwas schade","(Translated by Google) Highly recommended as a little pastime for the Alexa Centermarathon. There is something for young and old to immerse themselves in virtual reality. In terms of price, it is very intensive for a longer stay.

(Original)
Als kleiner Zeitvertreib für den Alexa Centermarathon sehr zu empfehlen. Für Groß und Klein ist etwas geboten, um in die virtuelle Realität einzutauchen. Preislich ist es für einen längeren Aufenthalt sehr intensiv."
Ostbloc Boulderhalle,4.5,Rock climbing gym,"Hauptstraße 13, 10317 Berlin, Germany",ostbloc.de,"A great bouldering place. I go regularly with my daughter and she loves it. The community there is always very nice & it has a really relaxed feel. It is very spacious and there are loads great climbing routes. There are enough simple ones to keep beginners well entertained and enough difficult ones to keep you extremely challenged as you progress. They change them often too, which is great. It also has a section for small kids which is a great way to get kids in to climbing. I've seen dogs there and babies (not climbing 😂) and everyone is relaxed and respectful.",Really good atmosphere and a great introductory course. The stuff was amazing and made you feel at home. Instructor spoke great English and German. Definitely gonna come back soon!,"My favourite place in Berlin. Spacious, comfy, good crowd. Surely can get busy, but if you choose times outside rush hours, it's a great experience.","Shame, the place seems quite nice, but the staff needs a review. had a really bad customer experience today. We were asking for some drinks which seemed to have run out. We then asked for an alternative and the Spanish girl behind the bar completely lost her temper and had a go at us for no reason. We literally just asked for some drinks. Not sure if that’s how you want to treat your customers","J
B","(Translated by Google) Very nice hall. A little smaller than Berta Block but still fun and lots of variety. However, as a “normal guy” you are treated impolitely. No hello or the like... but dealing with alternatives is better.. next time better somewhere else..

(Original)
Ganz schöne Halle. Etwas kleiner als Berta Block ab trotzdem lustig und viel Abwechslung. Jedoch wird man als „normaler Typ“ unhöflich behandelt. Kein Hallo oder ähnliches... der Umgang mit alternativen ist jedoch besser.. nächste mal lieber wo anders .."
Schwimmschule Mina Beluga,3.9,Swimming school,"Ohlauer Str. 5-11, 10999 Berlin, Germany",minabeluga.de,"We looked at several options for swim lessons in English for our 4 year old daughter while we were living in Berlin, and luckily decided on Mina Beluga. Linda (who fluently speaks both English and German) was fabulous and our daughter loved being in the water there with the other kids in the class. Each class was small, allowing for personal attention, and the classes were fun yet effective.
Mina was so helpful and flexible and overall our experience was a great one--our only regret was that we couldn't stay longer!","(Translated by Google) Small, fine swimming school in Kreuzberg. Cymbals a bit small, but groups not big either (maximum six children). Not very cheap, but swimming instructors teach appreciative. Hours well located for professionals.

(Original)
Kleine, feine Schwimmschule in Kreuzberg. Becken etwas klein, aber Gruppen auch nicht groß (maximal sechs Kinder). Nicht ganz günstig, aber Schwimmlehrer unterrichten wertschätzend. Öffnungszeiten gut gelegen für Berufstätige.","(Translated by Google) My two children have learned to swim with great pleasure at Mina Beluga. My son was always looking forward to the next lesson and could not wait to get into the water again in a playful way with the other kids. My daughter was initially scared that she was taken by the compassionate handling of the great swimming teacher. Therefore, I can really recommend Mina Beluga!

(Original)
Meine beiden Kinder haben bei Mina Beluga mit großer Freude Schwimmen gelernt. Mein Sohn hatte sich immer auf den nächsten Unterricht gefreut und konnte es kaum erwarten,  wieder im spielerischen Umgang mit den anderen Kindern ohne Leistungsdruck ins Wasser zu gehen. Meine Tochter hatte anfänglich Angst, die ihr durch den einfühlsamen Umgang von der tollen Schwimmlehrerin genommen wurde. Daher kann ich Mina Beluga wirklich weiterempfehlen!",Swimming pool does not accommodated for teaching small children to swim. It has 3 meter depth in all pool's area and actually designed to teach diving. As a result the water temperature is colder then in standard children's pools. My child was not accepted to make a swim course due to the low German language skills.,"(Translated by Google) So I only give the star to comment or to be able to rate, because this school doesn't even deserve a mention. Of the 60 minutes booked, only 20 minutes were really trained in the water. Furthermore, this is a plunge pool and not at all suitable for a group staying here (minimum 4 people). One of the swimming instructors has been busy previewing her ""foreign"" language skills to male swimmers & ignore the other glimmers. Overall an unpleasant experience. They also offered the lessons during the time when wonders was banned everywhere due to Corona measures. I have never experienced such a bad and greedy school or behavior that is not possible at all. The worst thing is that you are not allowed to shower there afterwards because some people came and the teacher wanted to get everyone out of the water at 10:59 in a hurry. And it's best not to change there for a long time and leave immediately. Baaaah.

(Original)
Also den Stern vergebe ich nur um kommentieren Bzw. bewerten zu können, da diese Schule nicht mal eine Erwähnung verdient hat. Aus den gebuchten 60 min wurden eher nur 20 min im Wasser wirklich trainiert. Desweiteren  ist das ein Tauch-Becken und überhaupt nicht geeignet für eine Gruppe die hier (minimal 4 Personen beinhaltet). Eine der Schwimmlehrerinnen ist damit beschäftigt gewesen, ihre sprachlichen „ ausländischen Kenntnisse“ bei männlichen Schwimmer zum Vorschau zu stellen & beachte die anderen Schimmer nicht. Insgesamt eine unangenehme  Erfahrung. Zudem boten sie das Unterricht in der Zeit an, während wonders überall wegen Corona Massnahmen verboten war. Also sone schlechte und geldgierige Schule Bzw. verhalten was überhaupt nicht geht, hab ich bisher nicht erlebt. Das schärfste ist, das man danach nicht dort duschen dürfte da irgendwelche Leute kamen und die Lehrerin auf Hektik und ganz schnell alle ausm Wasser Punkt um 10:59 raus haben wollte. Und am besten ziehe man sich gar nicht dort lange um und gehe sofort. Bääääh.","(Translated by Google) The leader is rude. Although I talked with the leader about the appointments months ago and received a promise verbally, she suggested completely different dates after the rehearsal. I tried to persuade her. She freaked out the moment.
The pool was very small.
That costs 240 euros.
So go away !!!!

(Original)
Die Leiterin ist unhöflich.  Obwohl ich mit der Leiterin über die Termine vor Monaten gesprochen und Zusage mündlich bekommen habe, hat sie mir nach dem Probe völlig andere Termine vorgeschlagen. Ich habe versucht sie zu überreden. Sie ist in dem Moment ausgeflippt.
Das Pool war sehr klein.
Das kostet dafür 240 euro.
Also Finger weg!!!!"
