asin,rating,reviews,stopwords,punctuation,hastags,numerics,upper,word_count,char_count,avg_word,Good_reviews,polarity,subjectivity
B07P7KQX3P,5.0,meine tochter liebt es sie hat es sich lnfw gewünscht und jetzt spielt sie sehr oft damit es sind schöne kleinteile dabeiein tolles settolles geschenk,13,4,0,0,0,25,150,5.0,1.0,0.0,0.0
B07P7KQX3P,4.0,viele kleine teile die man vielleicht erstmal reiner extra foren aufbewahren solltehaben wir verschenkt,3,2,0,0,0,14,103,6.4,1.0,0.0,0.1
B07P7KQX3P,5.0,grandkids good time iti like tooas always pleasure,0,5,0,0,0,8,50,5.4,1.0,0.7,0.6
B07P7KQX3P,4.0,artikel wurde wie beschrieben zum angegebenen liefertermin zugestellt bin zufriedenwie beschrieben rasche lieferung,3,3,0,0,0,13,115,7.9,1.0,0.0,0.0
B07P7KQX3P,5.0,alls geschenksuper,0,0,0,0,0,2,18,8.5,1.0,0.0,0.0
B07P7KQX3P,5.0,war pünktlich da produkt ist auch wie versprochen und wurde direkt aufgebautein super geschenk gewesen playmo ist immer eine gute idee,9,5,0,0,0,21,134,5.4,1.0,0.33,0.67
B07P7KQX3P,2.0,zu teueres geht,1,0,0,0,0,3,15,4.3,0.0,0.0,0.0
B07P7KQX3P,3.0,okalles ok,0,0,0,0,0,2,10,4.5,0.0,0.5,0.5
B07P7KQX3P,3.0,wenig spielzeug für viel geldgutes produkt leider ist playmobil sehr überteuert und meist nie viel drinne,6,0,0,0,0,16,105,5.6,0.0,0.0,0.0
B07P7KQX3P,3.0,ging sook,0,0,0,0,0,2,9,4.0,0.0,0.0,0.0
B07P7KQX3P,2.0,ich habe für meine kleine nichte zu weihnachten etwas von playmobil dollhous bestelltleider fehlen die kontakte von den lampensie war sehr traurig als sie alles aufgebaut hat und die lampen nicht leuchtetenplaymobil fehlproduktion,19,2,0,0,0,33,230,6.0,0.0,0.0,0.0
B07P7KQX3P,1.0,super ärgerlich habe es für meine kleine nichte bestellt und ihre adresse liefern lassen heute nun der anruf das etliche teile fehlen nun geht die hinund herschickerei losteile fehlen,11,6,0,0,0,29,183,5.3,0.0,0.33,0.67
B07P7KQX3P,1.0,selbst 1 stern ist noch zu vieldas paket kam unvollständig anes fehlte das bett und die lampen aber das kopfteil vom bett war dabeiunfassbarnun hab ich wieder die rennerei und darf den kram auseinander bauen verpacken und zur dhl bringenunvollständig,19,6,0,1,1,40,250,5.3,0.0,0.0,0.0
B07P7KQX3P,1.0,super schönes spielzeugsuper schönes spielzeug,0,0,0,0,0,5,46,8.4,0.0,0.33,0.67
B07P7KQX3P,3.0,ideal para su mansión playmobil le encantacalidad precio,0,1,0,0,0,8,56,6.1,0.0,0.9,1.0
B07P7KQX3P,3.0,jai acheté plusieurs sets dameublement playmobil sur amazon et jen suis très satisfaite hormis pour ce set de chambre car le petit câble noir servant à relier la machine à coudre à sa pédale est cassé en deux parties trouvé cassé et en deux parties séparées dans le sachet cest certainement un défaut de fabrication et cela peut arriver mais je ne peux malheureusement pas renvoyer la boîte car mon fils de 3 ans et demi déjà installé tous les autres meubles et accessoires dans sa maison et il joue avec tous les jours amazon pourriezvous contacter pour remplacer la pièce défectueuse svp merci davanceaccessoire arrivé défectueux,0,18,0,1,0,107,631,4.9,0.0,0.0,0.0
B08P22GX79,5.0,robuste actionfigur auch für kleine spidermanfans und ein tolles geschenk das kids zum strahlen bringtstabile actionfigur für kleine spidermanfans,7,3,0,0,0,19,146,6.7,1.0,0.0,0.0
B08P22GX79,5.0,bin sehr zufrieden mit dem spidermandie beine arme und der kopf sind beweglich macht das spielen für groß und klein sehr viel spaß tolles spielzeug,12,7,0,0,0,25,147,4.9,1.0,0.0,0.0
B08P22GX79,5.0,perfekt super,0,0,0,0,0,2,13,6.0,1.0,0.33,0.67
B08P22GX79,5.0,figuren sehen super aus wie den filmen und das spielzeug ist sehr robust wird nicht gleich kaputttolles spielzeug,9,2,0,0,0,18,113,5.3,1.0,0.33,0.67
B08P22GX79,4.0,der spiderman sieht nicht ganz aus wie der den wir schon haben es sind auch andere bewegungen möglichob sich da geändert hat oder einer von beiden nicht original ist kann ich nicht sageneinen stern abzug gab es nur weil die farben irgendwie matt sindansonsten gibt es nichts auszusetzenwir haben ihm verschenkt der junge hat sich sehr darüber gefreutist ok,35,8,0,0,0,59,356,5.1,1.0,0.44,0.62
B08P22GX79,5.0,super coole action figur macht meinem sohn super viel spaß seeehr robustwow,2,3,0,0,0,12,75,5.3,1.0,0.26,0.48
B08P22GX79,4.0,bought 3 year old play holiday thought great took everywhere head arms hands legs move stury even fine swimming pool panel back idea doesnt affect playingson loves,0,8,0,1,2,27,163,5.1,1.0,0.33,0.36
B08P22GX79,5.0,habe ihn als schultütenfigur passend zur shultüte gekaufter musstschon sehr viel aushalten und er hat immer nocher hält,9,3,0,0,0,18,119,5.7,1.0,0.0,0.0
B08P22GX79,5.0,macht mega spaß mitzuspielentolles spielzeug top qualität,0,2,0,0,0,7,57,7.3,1.0,0.5,0.5
B08P22GX79,5.0,described bought 1799 value moneymy son loves,0,4,0,0,0,7,45,5.6,1.0,0.0,0.0
B08P22GX79,3.0,vor einiger zeit habe ich die batmanfigur gekauft da fand ich das preisleistungsverhältnis super jetzt wünschte sich sohnemann spiderman dieser macht aber nicht einen wertigen eindruck wie batman zum einen hätte er besser entgratet werden können zum zweiten ist es schade dass er im gegensatz zu batman den ellenbeugen und kniegelenken nicht beweglich ist und zum dritten hat er ein loch im rücken da kann man wie ich im nachhinein jetzt noch rausgefunden habe wohl noch irgendwelches zubehör befestigen aber ehrlich entweder mach ich dann dafür noch eine abdeckung die da drauf kommt oder ich verkaufe die figur direkt mit zubehör aber doch nicht mit loch im rücken davon mal abgesehen hätte ich das als käufer auch gerne vorher gewusst aber der artikelbeschreibung steht nichts davon das loch im rücken stört mich tatsächlich meisten ich persönlich würde spiderman zurückgeben aber sohnemann gibt ihn natürlich nicht mehr das entsprechende zubehör zum nachkaufen habe ich bisher noch nicht einmal gefunden um das loch zu verdecken würde ich tatsächlich überlegen das noch nachzukaufennicht wertig wie batman und hat ein loch im rücken,97,25,0,0,0,179,1136,5.4,0.0,0.33,0.67
B08P22GX79,3.0,habe den spiderman meinem enkel geschenkter spielt gerne mit der robusten figurist aberenttäuschtdass sich die ellbogen und kniegelenke nicht bewegen lassen wie bei batman und supermanvor allem stört ihn das loch rücken der figur ist für die befestigung von zusatzteilen gedachtdieleider nicht dabei sind und die man bei amazon nicht bekommtwenn überhauptder preis ist okspiderman,28,10,0,0,0,55,380,5.9,0.0,0.0,0.0
B08P22GX79,3.0,der spiderman ist nicht beweglich wie den batman den mein sohn geschenkt bekommen hatspielzeug,7,2,0,0,0,14,94,5.8,0.0,0.0,0.0
B08P22GX79,3.0,habe viel mehr erwartet wird aber dochbsehr enttäuscht die qualität ist nicht gut schlechte übergänge der einzelnen teile schlechte produktion proportionen aich nicht gut außerdem hat die figur hinten rücken ein riesen loch für erweiterungen diese sind aber nicht dabei reif für den müll bei der qualieine enttäuschung,21,12,0,0,0,48,318,5.6,0.0,0.0,0.0
B08P22GX79,3.0,habe die figur heute erhalten ich muss sagen dass sie von der qualität nicht überzeugt außerdem sieht es aus als wäre die figur schon gebrauch gewesenverkäufer kann ich irgendwie nicht kontaktierennaja ganz ok,16,8,0,0,0,33,209,5.4,0.0,0.5,0.5
B08P22GX79,1.0,looks good internet product roughly made plastic empty feels like falls break pieces came scratched eye whole back attach kind extra also needs bought couldnt find disappointed good thing son happy days hopefully months product made last longcheap poor made,1,7,0,0,0,40,257,5.4,0.0,0.14,0.49
B08VD3434R,5.0,meine 5jährige tochter liebt kikaninchen und seit dem kauf laufen die lieder hier täglich die lieder sind kindgerecht und wirklich liebevoll gestaltet dass man auch wenn das kind der kita ist auch mal gerne als mama den tonie anmacht macht einfach spaß und gute laune wirklich eine tolle investitionlieblingstonie figur,20,7,0,0,0,50,319,5.4,1.0,0.6,0.9
B08VD3434R,5.0,eine schöne toniefigur der inhalt gefällt unsschöne toniefigur,2,3,0,0,0,8,62,6.9,1.0,0.0,0.0
B08VD3434R,5.0,zum verschenkenzum verschenken,1,0,0,0,0,3,30,9.3,1.0,0.0,0.0
B08VD3434R,5.0,meiner tochter liebt estonyfigur,1,0,0,0,0,4,32,7.2,1.0,0.0,0.0
B08VD3434R,5.0,einfach topgutes produkt,0,0,0,0,0,3,24,7.3,1.0,0.0,0.0
B08VD3434R,5.0,es ist wirklich eine süße toniefigur und unser sohn liebt siesuper toniefigur,5,1,0,0,0,12,77,5.5,1.0,0.0,0.0
B08VD3434R,5.0,kidsweihnachten,0,0,0,0,0,1,15,15.0,1.0,0.0,0.0
B08VD3434R,5.0,tolle lieder super qualität und angenehme gesangsstimmen mein sohn liebt kikaninchen wie verrückt und deshalb war es für uns eine sehr gute anschaffunglieferung hat ein wenig gedauert aber das warten hat sich gelohnteines der besten tonies,17,5,0,0,0,36,239,5.7,1.0,0.33,0.67
B08VD3434R,5.0,ich habe den kikaninchenhasen für meinen sohn gekauft als er 6 monaate alt war jetzt ist er 10 monate als und wir müssen den tonie jeden tag rauf und runter höre mitlerweile kenne ich jedes lied auswendig aber das stört mich nicht der tonie ist richtig richtig gut und altergerecht mein sohneman liebt kikaninchen ich kann das nur jedem empfehlen zumal es auch nicht gute tonies gibtdibidibidab,35,8,0,2,0,67,394,4.9,1.0,0.0,0.0
B08VD3434R,5.0,mein sohn liebt diese toniefigur schöne tonie,2,0,0,0,0,7,45,5.6,1.0,0.0,0.0
B08VD3434R,1.0,ich kann die vielen negativen bewertungen nicht nachvollziehen habe das kikanichen daraufhin gekauft finde die gesangstimme furchtbar und die lieder finde ich zum großteil auch nicht schönfurchtbar,13,5,0,0,0,27,197,6.3,0.0,0.0,0.0
B08VD3434R,3.0,schöne kinderliederin ordnung,0,0,0,0,0,3,29,9.0,0.0,0.0,0.0
B08VD3434R,2.0,die lieder sind aufregend und flott sich dann aufs zuvor ruhige kind überträgt und durchdreht schade es war ein fehler würde es gern zurücksendenzu aufregend,11,4,0,0,0,25,157,5.3,0.0,0.6,0.9
B08VD3434R,3.0,es sind schöne und angenehme lieder dabei aber viele sind auch einfach nur laut und nervig lieblings toni bleibt nach wie vor die vogelhochzeitetwas zu laut und nervig,14,2,0,0,0,28,167,5.0,0.0,0.0,0.0
B08VD3434R,1.0,unser kleiner hasst ihn mit leidenschaft immer wenn ich ihn auf die box stellen holt er ihn sofort wieder runteretwas nervig,11,4,0,0,0,21,124,5.0,0.0,0.0,0.0
B08VD3434R,1.0,nervignervig,0,0,0,0,0,1,12,12.0,0.0,0.0,0.0
B08VD3434R,3.0,die meisten lieder mag unsere tochter und man muss bei kinderliedern natürlich immer die toleranzgrenze sehr hoch halten das ist klar einige lieder sind aber wirklich dämlich dazu sehr laut und die stimme tut manchmal im kopf weh nervig ist sie auch sind die reime teilweise echt lahm aber ok wir stehen halt mehr auf vogelhochzeit oder solche klassiker insgesamt aber ok gibt deutlich schlimmere tonies durchwachsen,29,14,0,0,0,67,416,5.2,0.0,0.5,0.5
B08VD3434R,2.0,leider sind nur lieder drauf meine tochter ist knapp 3 und sie mag kikaninchen aber die lieder mag sie nicht die lieder nerven nach 2 mal hörengeschichte hätten uns besser gefallen das geschichte kaninchen kann sie auswendiglieder aus der serie,18,5,0,2,0,40,244,5.1,0.0,0.0,0.0
B08SPN5LCD,5.0,wir haben dieses tierchen unseren zwergen jeweils zum 4 und 6 geburtstag geschenktbeide nehmen sie bis heute mit ins bett und kümmern sich fast täglich darum indem sie die beiden füttern manchmal bis er rülpst oder schluckauf bekommt mit ihnen spielen sie streicheln und bürsten sowie kitzeln und manchmal auch den ganzen tag umsorgenfür die nacht mit 3 verschiedenen liedern ist der schlafmodus zwar für meinen geschmack etwas zu laut doch die kids finden es super sind nach kurzer zeit eingeschlafen und kuscheln mit dem felligen begleiterdie anleitung ist etwas bescheiden geschriebenbis heute haben wir nicht herausgefunden wie der teddy etwas gesprochenes nachplappertin allen anderen punkten langlebigkeit batterielebensdauer kuschelfaktor unterhaltungsfaktor allgemeine lautstärke nervfaktor für die elternist das tierchen bisher sehr zu empfehlen wobei man dazu sagen muss unser großer ist eigentlich der perfekte zerstörer und tester bezug auf robustheit und langlebigkeit matchbox etc überleben teilweise nicht mal einen tag ohne schaden sogar er ist sehr vorsichtig im umgang mit seinem neuen begleiter und spielgefährtenein baby für die kids,78,34,0,1,0,168,1153,5.9,1.0,0.27,0.63
B08SPN5LCD,5.0,mein kind lieb cubby über allesein traum teddybärich wünschte ich hätte sowas meine kindheit haben können tollste teddybär,6,1,0,0,0,18,122,5.8,1.0,0.6,0.9
B08SPN5LCD,5.0,niedlichgeschenk,0,0,0,0,0,1,16,16.0,1.0,0.0,0.0
B08SPN5LCD,5.0,schönes geschenk geschenk sehr gut angekommen bei 2 jährigen jungen absoluter favorit beim spielen,2,4,0,1,0,14,98,6.1,1.0,0.0,0.0
B08SPN5LCD,4.0,sehr schönes tier bei uns im laden für 109 zu bekommen definitiv zu teuer hier bei amazon teilweise ok bei uns leider nur ein kurzer spielspaß schnell uninteressant geworden obwohl er lange gewünscht wurde aber eigentlich sehr süß gemacht mit niedlichen geräuschen ist hart und damit kein kuscheltier dem sinnesehr süß,22,9,0,0,0,51,318,5.3,1.0,0.5,0.5
B08SPN5LCD,5.0,ist kein kuscheltier sogar relativ schwer und hart aber meine tochter liebt und interagiert sehr viel mit ihrem delphin und das ist zähltmeine tochter liebts,13,1,0,0,0,25,157,5.3,1.0,0.0,0.0
B08SPN5LCD,5.0,ich habe diesen putzigen panda für einen meiner söhne gekauftfurreal war mir bereits aus der vergangenheit ein begriff da mein heute 14 jähriger sohn mit4 weihnachten auch auch einen furreal hund bekamdieser lebt heute übrigens noch und funktioniert auch nochsoviel also erstmal zu haltbarkeit und qualität im allgemeinen zu der marke ich habeals der hier rezensierte panda für 65 euro im angebot war bestelltmehr wäre ich für dieses spielzeug auch nicht bereit gewesen zu bezahlennicht weil die qualität bei der marke nicht stimmt sondern einfach weil das mit spielzeug ne sache ist ob das beschenkte kind damit anfangen kanngekauft habe ich einen neuen artikelgeliefert wurde ein warenhouse artikelbei amazon angerufen dort wurde sofort reagiert und eine neue lieferung veranlasstwar ein fehler innerhalb des lagerssuper service und mega freundlichabsolut vorbildlichder panda kommt einem angemessen großen karton und ohne jeglichen plastiktütenverpackungsch ob eine anleitung bei liegt weiß ich nichtda unser artikel ja gebraucht war man findet im lieferumfang dann noch ein fläschchen und eine bürstebatterien werden benötigt da keine bei liegenwir hatten solche noch zuhause durch andere spielsachen und konnten den panda dadurch gleich testendas batteriefach befindet sich hinten und wird mit einer schraube verschlossenüberdeckt wird das ganze mit fell welches mit klettverschluss geschlossen wird die öffnung des fells dürfte etwas größer seindenn den deckel des batteriefachs raus und wieder rein zu bekommen war fummelig der panda reagiert auf sprache und auf etwas kräftigeres streicheln bzw auf drücken der druckpunkte hand bauch uswwer denkt man müsse ihn nur leicht streicheln damit der panda reagiert irrtbeim streicheln macht er dann die verschiedensten geräuschesämtliche geräusche die er von sich gibt sind einer angenehmen lautstärke und haben einen angenehmen klangziemlich wichtig denn solche geräusche machenden spielzeuge können schnell nerven wenn zb zu lautbeim trinken mit der flasche macht der panda schmatzende geräusche und ab und rülpst er dann auchaußerdem glaube ich das der panda heuschnupfen hatso oft wie er niest die bürste welche mitgeliefert wirdhat keine funktion auf welche der panda reagiertim schlafmodus spielt der panda entweder ein lied oder meeresrauschen mit vogel gezwitscher das aber nur für maximal 5 minutenals spieluhr kann er also nicht genutzt werden die lautstärke des liedes oder meeresrauschen könnte für mein empfinden ein klein bisschen lauter seindas fell ist schön weich und insgesamt ist der panda sehr gut verarbeitetdie füße bzw beine lassen sich strecken wie auch beugensodass er sitzen oder stehen kannbewegen tun sich diese jedoch nichtbeim schlafen schließt der panda seine augen die geräusche die der panda beim bewegen macht durch den motor sind hörbaruns stören sie jedoch nicht schwierig wird es mit dem reinigen des fellesmehr als feucht abwischen ist da nichtgerade bei weißem fell könnte das schnell unschön aussehen bzw wird es auch bei unserem panda schnell unschön aussehen meine zwei kleinsten söhne haben eine riesen freude daranmein 1 jähriger sohn füttert den panda ständig und mein 3 jähriger findet es sehr lustig wenn der panda kuckuck macht und wickelt den panda damit er uns nicht auf dem tisch strullertwindelgrösse 5 passt perfekt ich finde also nicht dass dieses spielzeug erst ab 4 geeignet istda auch keine teile zum verschlucken dabei sindzum kuscheln ist der panda nichts dafür ist der körper durch die mechanik im inneren zu hartes ist ein schönes spielzeug wenn kinder sowas mögen ist auch der reguläre preis von aktuell über 100 euro gerechtfertigt die qualität stimmt absolut und ich kann dieses spielzeug nur empfehlensehr sehr süß,263,83,0,8,0,565,3730,5.6,1.0,0.6,0.9
B08SPN5LCD,4.0,super geschenk enkel war begeisterttoll,1,2,0,0,0,5,39,7.0,1.0,0.33,0.67
B08SPN5LCD,4.0,trotz der alters empfehlung 4 haben wir uns entschieden gogo unseren sohn von fast 1 12 jahren zu schenken da er hunde total toll findet und die hunde von verwandten immer ausführen möchte die leine von gogo ist identisch mit der von der verwandtschaft also sehr verlockend für ihnbeim auspacken wurden die augen größer und größer die vorfreude war kaum zu übersehensie fühlt sich flauschig anund fast welpen echte größe dnicht wie die zwerg dinger die man sonst kenntschön leise nicht zu lautmit den zwei knöpfen der leine kam er relativ schnell zurecht ein paar min hat es nur gedauertwenn man den pfotenabdruck gedrückt hält wenn gogo nach dem auspacken richtig eingerichtet wurde bauch regler nach ganz oben läuft sie auch durch gehend und nicht nur ein 12mnach 30min spielen fing unser sohn die bell geräusche nach zu ahnenm und trug sie spazieren schöner wäre es für uns wenn man ihn auch anleinen könnte leider verliert gogo bisschen fell aber ist eben auch erst ab 4jahren uns mach es den eindruck als würde sie nicht 50 funktionen enthaltenim allen sind wir auf den ersten blick zufriedenniedliches hündchen,84,39,0,2,0,187,1116,5.0,1.0,0.13,0.65
B08SPN5LCD,5.0,nice toy many functionsperfect toy,0,0,0,0,0,5,34,6.0,1.0,0.55,0.75
B08SPN5LCD,3.0,eigentlich ein niedlicher bär mit süßen geräuschen funktionen und flauschigem fell meine tochter liebt dieses spielzeug und es ist eines der wenigen teile die nicht nach kurzer zeit der ecke stehen und nicht mehr beachtet werden er muss fast überall mit hin diesem sinne eigentlich gelungenes geschenkjetzt kommt das aberleider ist er sehr schnell kaputt gewesen nach ca 3 monaten hat er seine arme nicht mehr bewegt es gab den einen oder anderen knacks und das wars kind unendlich traurigdie reklamation ging recht problemlos über den hersteller support und der bär wurde einen neuen ausgetauscht kind wieder glücklichnach ca weiteren 3 monaten bei dem neuen bär das gleiche problem wieder die arme bewegen sich nicht mehr mein kind hatte sich damit abgefunden und wollte ihn nicht nochmal einschicken weil sie ihn zu sehr vermisstjetzt ist der bär ca ein halbes jahr alt und er macht keine trinkgeräusche und bewegungen mehrwir haben ihn doch nochmal angemeldet und hoffen nochmal auf einen austauschfazit eigentlich ein schönes spielzeug und beim kind sehr gut angekommen allerdings passt meinen augen das preisleistungsverhältnis nicht im normalfall kostet er knapp 100 und dafür kann man für ein spielzeug eine längere haltbarkeit erwarten das ein teil nicht nur im regal als deko steht sollte dem hersteller denke ich bewusst sein dabei geht mein kind sehr pfleglich mit ihren spielsachen um es wird nicht ihm gezerrt oder rumgeworfen er wird nicht geschüttelt und durfte auch nicht mit die kita das er das ein oder andere mal von der couch oder bett fällt sollte eigentlich kein problem für ein spielzeug darstellenbeim durchlesen der rezensionen kommt dieses problem anscheinend häufiger vor da sollte der qualität nochmal nachgebessert werdenin der zeit werden wir wohl noch öfters von unserer gewährleistung gebrauch machenleider schnell kaputt,144,32,0,2,0,291,1854,5.4,0.0,0.53,0.85
B08SPN5LCD,3.0,war ein christkindgeschenk somit gewünscht und bestelltin der werbung gross angepriesen große enttäuschung bei kind und elternunsere tochter hat sich gefreut das ding alles laut werbung kann und das der delphi weich ist leider ist dem nichthartes plastik überzogen mit einen dünnen stoff somit nicht wirklich geeignet damit im bett zu kuschelnman hört die elektronik sobald der delphine den mund aufmacht nicht auf eine niedliche art sondern mechanisch ein fach nicht liebevolltochter hat nach 20 minuten aufgehört damit zu spielen da man damit nicht kuscheln kann da es sehr hart istwir sind nur enttäuscht werde tut das ding es soll noch ist das ding weichkeine kaufempfehlung das geld nicht wertpreisquarantäne nicht wert,56,27,0,1,0,112,724,5.5,0.0,0.3,0.45
B08SPN5LCD,3.0,der hund ist ein nettes spielzeug für kinder ab 3 jahren ich empfinde die altersstufe sb 4 jahren etwas hoch unsere 3 jährige tochter spielt auch schon damitich hätte das spielzeug nicht für den vollen preis gekauft da er es nicht wert ist dafür kann er einfach zu wenig bis auf tanzen etwas gehen musik abspielen und bellen ist nichts drin es müsste eigentlich deutlich mehr funktionen haben aber ich habe den hund im angebot gekauft daher kann ich es akzeptieren unsere tochter jedenfalls ist begeistert die frage ist wie lange denn es wird wohl schnell langweilig werdenzu wenig funktionen für den hohen preis,47,15,0,3,0,104,612,4.9,0.0,0.0,0.0
B08SPN5LCD,3.0,unser bär wurde 221120 gekauft und öffnet seit heute öffnet er die augen nicht mehr leider kann ich keine frage stellen kann ich jetzt tun liebe grüßenajaaaa,11,5,0,0,0,27,157,4.9,0.0,0.0,0.0
B08SPN5LCD,3.0,leider hat er für den hohen preis viel zu wenig funktionen der hund kann nicht laufen sondern nur rollen singender hund hasbro,11,5,0,0,0,22,126,4.8,0.0,0.0,0.0
B08SPN5LCD,3.0,ich hätte mir mehr erhofft für diesen preismein sohn fand den teddybär interessant das es 30min spielte und seit dem wochenlang der ecke liegtalle beschrieben funktionenen kann er leider auch nichtnicht wie erwartet,14,3,0,0,0,33,215,5.5,0.0,0.0,0.0
B08SPN5LCD,3.0,leider kann er nicht viel geräusche und mimiken wie beschriebefür die leistung viel zu teuer zwar sehr süß aber zu teuerrecht viel kann er nicht,17,10,0,0,0,25,144,4.8,0.0,0.0,0.0
B08SPN5LCD,1.0,leider war ich enttäuscht von dem delfin nicht geeignet zum kuscheln die funktionen sind ganz schnell langweilig und halten keine belastungen stand preis leistungsverhältnis nicht ordnungerfüllt nicht den erwartungen,13,4,0,0,0,29,216,6.5,0.0,0.0,0.0
B08SPN5LCD,2.0,schönes geschenkalles gut,0,0,0,0,0,3,25,7.7,0.0,0.0,0.0
B08SPN5LCD,2.0,also nix wie der werbung der hund läuft der fernbedinungsleine 15 meter macht dann männchen und ende die andere funktion männchen machen dabei die pfoten auf und ab schwenken zurück auf alle viere 1 meter rollen endewo diese furreal ihre 80 funktionen haben sollen erschließt sich mir nicht im geringstenläuft 15 meter ende,22,15,0,2,0,53,323,5.1,0.0,0.0,0.0
B073WX91H6,5.0,also das ist echt eine der besten flaschen die wir bis jetzt hattenabsolut auslaufsicher auch bei kohlensäurestabiler tragegriff kein einfaches gummibandlerneffekt weil die öffnung wie einer normalen flasche istviele schöne designs für jungs und mädcheneinfache reinigung keine halme oder viele dichtungenein kaufgrund meiner kleinen ist das aufploppen wenn getränke mit kohlensäure drin sind macht ihr spaß und trinkt dadurch auch mehr klare kaufempfehlungdas ist die absolut,31,2,0,0,0,66,476,6.2,1.0,0.0,0.0
B073WX91H6,4.0,auf der suche nach einer flasche für größere kiga kids fiel die wahl auf die sigg flasche die farb und motivauswahl ist hier sehr groß da ist sicher für jeden dabeiunsere 4 jährige kam von anfang sehr gut mit dem verschluss zurecht ist also für dieses alter aufjedenfall geeignet die flasche war bei uns zu 100 auslaufsicher und dicht das war wirklich super leider fiel die flasche unserer tochter aus der hand und der deckel war komplett kaputt da konnte man nichts mehr reparieren da war die flasche ca 4 wochen alt ich kann natürlich nicht sagen wie oft die flasche im kindergarten bereits fiel und durchmachen musste aber beim letzte sturz war ich dabei und war doch überrascht dass sie schnell kaputt geht nichtsdestotrotz haben wir die gleiche nochmal bestellt da sie einfach gut dicht hält und jetzt vielleicht auch allgemein etwas länger überlebttolle flasche kurze lebensdauer,70,24,0,2,1,148,885,5.0,1.0,0.33,0.67
B073WX91H6,5.0,da bei uns nur kohlensäurehaltiges mineralwasser getrunken wird ist nicht jede flasche für unterwegs geeignet diese hier ist aber auslaufsicher das motive ist nett und dadurch dass die flasche durchsichtig ist sieht man sofort wieviel noch drin istauch bei kohlensäure auslaufsicher,22,6,0,0,0,41,282,5.9,1.0,0.0,0.0
B073WX91H6,5.0,top flasche ist wirklich dicht und passt jede menge rein für die schule oder unterwegs immer der ideale begleiter vorteil die dichtung ist abnehmbar und damit auch gut zu säubern desweiteren ist die öffnung auch groß genug um zb beim sport schnell zwischendurch einen guten schluck nehmen zu können auch die reinigung ist dadurch viel leichter und die flaschenhygiene kommt nicht zu kurzwirklich dichte flasche die sehr gut zu reinigen ist,32,11,0,0,0,71,439,5.2,1.0,0.5,0.5
B073WX91H6,5.0,nachdem ich eigentlich nur pech hatte mit trinkflaschen für meinen sohn habe ich diesesmal zu diesen modell gegriffenaisgelaufen ist sie nie und auch nach mehreren stürzen erfüllt sie noch ihren zweckdaumen hoch jetzt noch ein superhelden motiv und wir hätten noch eine im haushalt 2 besitzen wir schontolle trinkflasche,27,8,0,0,0,49,320,5.6,1.0,0.0,0.0
B073WX91H6,5.0,die flasche ist sehr gut und robust verarbeitet der deckel ist einfach zu bedienen und für unser 3jähriges kind war die handhabung gar kein problem bei heißen getränken würde ich etwas aufpassen wenn die flüssigkeit zu heiß können verformungen entstehen dafür ist eine kunststoffflasche auch nicht geeignet alles einem ist das produkt super insbesondere für kindergartenkinder und schulkinder zu empfehlenideal für kinder,33,10,0,0,0,62,421,5.8,1.0,0.47,0.78
B073WX91H6,5.0,mein sohn hat sie für den kindergarten bekommen und ist voll auf begeistert läuft nicht aus und ist auch sehr robusttolle flasche,14,0,0,0,0,22,129,4.9,1.0,0.0,0.0
B073WX91H6,5.0,ich habe mich zwischen 2 anderen mitbewerbern für diese flasche entschieden ich bin absolut zufrieden mit der entscheidung ich kann das einfach nichts bemängeln mein kind ist auch völlig zufriedenabsolut jeden cent wert,19,5,0,1,0,33,219,5.7,1.0,0.6,0.9
B073WX91H6,5.0,mein kind 4 kann gut mit dem öffnen der flasche umgehen wenn alle teile im deckel eingesetzt sind ist die flasche auch auslaufsicher wir nutzen sie unterwegs und mit stillem wasserstabile schöne flasche,16,6,0,0,0,33,202,5.2,1.0,0.6,0.9
B073WX91H6,5.0,meine 7 jahre alte tochter liebt elsa und findet die flasche super das finde ich auch kann ich nur weiter empfehlenein hingucker,10,1,0,1,0,22,128,4.9,1.0,0.33,0.67
B073WX91H6,3.0,dies ist bereits unsere zweite flasche dieser art leider kommt verschluss hinten immer wieder dieser splint raus der den deckel hält auch die feder die den deckel anpressen soll ist raus trotzdem reicht der vordere verschluss die flasche dicht zu halten bei der ersten flasche trat dieser fehler nach ca 6 monaten auf bei dieser schon nach einem mal sehen wie lange der vordere verschluss hält generell eine schöne flasche leider etwas instabil daher nur 3 sterne da sie zwar auch mit defekten deckel noch dicht ist sie aber insgesamt zu kurzlebig ist für den preisläuft nicht aus trotz defekten deckels,46,11,0,2,0,101,603,5.0,0.0,0.0,0.0
B073WX91H6,3.0,nach nur 4 monaten ist die flasche undicht gewordenwar schnell defekt,4,1,0,1,0,11,69,5.4,0.0,0.0,0.0
